log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log_filename,agent_name,Fit_function,xranges,x0,LL,x,y,z,LL_grid
log/01.csv,AgentRuleBasedDimensionRL0,brute,"(slice(0.2, 1.0, 0.2), slice(10, 70, 20), slice(0, 0.75, 0.25))"," 0.36,50.  , 1.  ",-1710.1442381455643,"0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
 0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8","10.,10.,10.,30.,30.,30.,50.,50.,50.,10.,10.,10.,30.,30.,30.,50.,50.,50.,
 10.,10.,10.,30.,30.,30.,50.,50.,50.,10.,10.,10.,30.,30.,30.,50.,50.,50.","0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,
 0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,
 0.25,0.5 ,0.  ,0.25,0.5 ,0.  ,0.25,0.5 "," -871.68, -881.11, -891.36,-1370.91,-1390.92,-1413.8 ,-1598.44,-1628.7 ,
 -1653.1 , -914.74, -919.35, -924.84,-1427.72,-1442.77,-1460.08,-1636.11,
 -1662.32,-1687.65, -947.81, -951.07, -955.07,-1423.65,-1435.07,-1447.99,
 -1577.58,-1597.65,-1612.73, -972.37, -974.85, -978.01,-1351.72,-1360.61,
 -1369.65,-1432.92,-1448.34,-1455.43"
